Rotulo;Direccion;Telefono
E.S. TOSSA DE MAR;Filler;600001663
E.S. TRABADELO;Filler;600002077
E.S. TRECENO S.L.;Filler;600001098
E.S. TRES CAMINOS;Filler;600001031
E.S. VADILLO;Filler;600001297
E.S. VALDEHERRERA;Filler;600003960
E.S. VALENCIANO MEDINA;Filler;600001572
E.S. VALERO 24 H;Filler;600001548
E.S. VALLE ZAHOR;Filler;600001717
E.S. VEGAS DE TRIANA;Filler;600001945
E.S. VIA DE LA PLATA, S.L.;Filler;600000562
E.S. VILABOA;Filler;600001485
E.S. VILLACASTIN, S.L.;Filler;600003206
E.S. VILLALONGA;Filler;600003852
E.S. VILLASOL;Filler;600001759
E.S. VIRGEN DE LA CRUZ;Filler;600000059
E.S. VIRGEN DE LA SOLEDAD;Filler;600001512
E.S. VIRGEN DE LOS REMEDIOS.;Filler;600001986
E.S. VIRGEN DEL AGUA;Filler;600001746
E.S. ZESTOA-AVIA;Filler;600001603
E.S.ALCARAYON (BP OIL);Filler;600003319
E.S.ARBOLEAS;Filler;600000283
E.S.ARENES BELLPUIG;Filler;600002103
E.S.AVINYONET;Filler;600001604
E.S.BALERMAMAR SL;Filler;600000328
E.S.BELLAVISTA;Filler;600001896
E.S.BENALUP;Filler;600000986
E.S.CAMPO DE GIBRALTAR;Filler;600001019
E.S.CAMPO DE TEJADA;Filler;600001849
E.S.CAMPOEJIDO-LA ALDEILLA;Filler;600000318
E.S.CARGOSA;Filler;600002055
E.S.CERECEDO;Filler;600000435
E.S.CHELVA;Filler;600003672
E.S.EL CAMPILLO;Filler;600000856
E.S.EL MOLINO ALHENDIN;Filler;600001683
E.S.EL SALGUEIRAL;Filler;600003011
E.S.EPILA;Filler;600003977
E.S.FERREIRA;Filler;600000885
E.S.GELIDA;Filler;600000715
E.S.GINES;Filler;600003282
E.S.GOMEZ (BP);Filler;600002546
E.S.GUILLERIES,S.L.;Filler;600001654
E.S.HNOS.BLAZQUEZ SL;Filler;600002571
E.S.HORADADA;Filler;600000236
E.S.HPG;Filler;600001521
E.S.JUANJO-REPOSTAR;Filler;600000480
E.S.LA COLORADA;Filler;600000451
E.S.LA FONTANA;Filler;600001818
E.S.LA MUELA;Filler;600003998
E.S.LA RECTA;Filler;600002660
E.S.LAS PILETAS;Filler;600001983
E.S.MAELLA;Filler;600003993
E.S.MARIDI;Filler;600002380
E.S.MARINA SUR ;Filler;600001863
E.S.MAS;Filler;600002152
E.S.MAZ;Filler;600001218
E.S.METROARTE MONCADA;Filler;600003721
E.S.MEX;Filler;600001614
E.S.MIBECOSL;Filler;600001148
E.S.MOLERO S.A.;Filler;600002510
E.S.MONTEPINAR;Filler;600002464
E.S.MOYANES;Filler;600000669
E.S.NTRA . SNRA. DEL ROSARIO.;Filler;600001401
E.S.NTRA.SRA.DE LA PENA;Filler;600001874
E.S.NUEVA MONTANA;Filler;600001086
E.S.ORIHUELA DEL TREMEDAL;Filler;600003447
E.S.PEDRAJAS;Filler;600003885
E.S.QUINTANAR;Filler;600001546
E.S.REPSOL;Filler;600002511
E.S.RUTANCARES S.L.;Filler;600002158
E.S.SAIZ;Filler;600000916
E.S.SAN BENITO;Filler;600000527
E.S.SANTA BARBARA CAMPSA;Filler;600003665
E.S.SANTA FE;Filler;600003970
E.S.SHELL OFRA;Filler;600003162
E.S.SIBIERRE;Filler;600001937
E.S.SOLBAS;Filler;600001081
E.S.STO.DOMINGO DE GUZMAN;Filler;600001275
E.S.TEIRABOA;Filler;600001413
E.S.TERDIGUERA;Filler;600000269
E.S.TERMENS;Filler;600002151
E.S.TITAGUAS S.L;Filler;600003822
E.S.VALEIXE;Filler;600002970
E.S.VICASOL;Filler;600000378
E.S.VISA;Filler;600003813
E.S.VISTALEGRE;Filler;600003359
E.S.YAIZA;Filler;600002963
E.SERVICIO TEIS P.R.;Filler;600003007
E/S  SAN JAVIER;Filler;600000362
E/S TALAVERA;Filler;600000595
EASY FUEL;Filler;600001279
EASYFUEL;Filler;600000998
EASYGAS;Filler;600000221
EASYGAS PORRINO;Filler;600002991
ECO COMBUSTIBLE 24H LOW COST;Filler;600000209
ECOAREA ALHAURIN;Filler;600002351
ECOBENZ;Filler;600000732
ECOIL LEVANTE;Filler;600003603
ECONOIL;Filler;600001010
ECONOMY CASH 24H;Filler;600003816
ECONORIAS;Filler;600000321
ECOSUMINISTROS;Filler;600003522
ECOSUMINISTROS 24 H K40;Filler;600003535
ECU VILLARES;Filler;600003063
EDAN (REPSOL);Filler;600003565
EDETAGAS;Filler;600003703
EDV;Filler;600002286
EE SS HNOS. MORENO PADILLA;Filler;600001985
EE SS LOS CARRASQUILLAS;Filler;600001697
EE SS PUENTE DEL AVE;Filler;600001231
EE SS SOMIEDO;Filler;600000469
EE SS. VENTA DEL SOL CEPSA;Filler;600001689
EE.SS AGUADERAS;Filler;600002542
EE.SS VALLE PIQUERAS;Filler;600001256
EE.SS. ALJORRA;Filler;600002512
EE.SS. CAMANZO;Filler;600003008
EE.SS. SAN SEBASTIAN;Filler;600000351
EESS DE CABANES GALP 40 PIES ;Filler;600001129
EESS DYNEFF;Filler;600000392
EESS FEPSA;Filler;600000320
EESS GASOLEOS FERRER S.L;Filler;600001730
EESS GASOLIVIA;Filler;600003050
EESS LA CAVADA;Filler;600001079
EESS LA FLORIDA ;Filler;600000499
EESS LAS PALMERAS;Filler;600000465
EESS MACEDA;Filler;600002777
EESS NTRA SRA DE LOS MILAGROS;Filler;600001043
EESS ROTONDA;Filler;600001559
EESS VEFRUBER;Filler;600000286
EESSBENZA;Filler;600001484
EESSMAS, S.L.;Filler;600001087
EGEA HUESCAR;Filler;600001733
EJIDO OESTE;Filler;600000304
EJIDOMAR;Filler;600000313
EL AGRO S C A;Filler;600001051
EL BADEN;Filler;600002526
EL BALCON DE ANDALUCIA;Filler;600001947
EL CANARI;Filler;600000191
EL CARMEN;Filler;600001382
EL CENTRO;Filler;600000447
EL EMPALME;Filler;600001328
EL ESCOBONAL;Filler;600003104
EL GASTOR;Filler;600001007
EL GRADO ESTACION DE SERVICIO;Filler;600001912
EL GRUPO SCA;Filler;600001731
EL JUCAR;Filler;600000027
EL LIMONAR;Filler;600002603
EL MARINO;Filler;600002527
EL MAYORIA COMBUSTIBLES;Filler;600003371
EL MERLA;Filler;600002606
EL MONCAYO;Filler;600003953
EL PARAMO S.C.L.;Filler;600003868
EL PILAR;Filler;600003918
EL PLANO;Filler;600004000
EL PLANTEL;Filler;600001463
EL POLIGONO;Filler;600001369
EL PORRAS;Filler;600002618
EL PUEYO;Filler;600004022
EL QUIJOTE;Filler;600003493
EL REMOLINO;Filler;600002541
EL ROBLEDO;Filler;600001265
EL RUBIAL SOC. COOP.;Filler;600001299
EL SALVADOR;Filler;600000438
EL SOL;Filler;600002982
EL SOTILLO;Filler;600003017
EL SURTIDOR;Filler;600000767
EL TANQUE;Filler;600000228
EL TREBOL;Filler;600003044
EL VALLE;Filler;600003700
EL VITOR SOC. COOP. DE C-LM;Filler;600001522
ELDISSER;Filler;600003747
E-LECLERC;Filler;600002061
ELIZATXO-REPSOL;Filler;600001586
ELS GAFARRONS;Filler;600003611
EMACOIL 24-7;Filler;600002317
EMBOCADOR;Filler;600002213
EMC RED POWER 24;Filler;600003329
EMPRESOIL;Filler;600000433
EMPURIES OILS L'ESCALA;Filler;600001620
EMPURIES OILS SAUS;Filler;600001661
ENCINAFUEL;Filler;600001848
ENCO SANT JORDI;Filler;600001656
ENERCOM CARBURANTES;Filler;600000016
ENERGETICOS BERBINZANA;Filler;600002673
ENERGETICOS BUNUEL;Filler;600002677
ENERGETICS CONCA S.L.;Filler;600003403
ENERGIAS AF;Filler;600001205
ENERGY;Filler;600002190
ENERGY CARBURANTES;Filler;600000374
ENERGY LA VARIANTE;Filler;600001393
ENERGY24H;Filler;600001990
ENERPLUS;Filler;600001317
ENERPUS;Filler;600004058
ENERQUIVIR{ SOTILLO BAJO{;Filler;600001309
ENERXAT;Filler;600003860
ENI;Filler;600001130
ENTREAUTO;Filler;600003405
EOIL;Filler;600003894
EPERMENDI;Filler;600000867
EPSILON PLUS ;Filler;600001617
ERE AREA DE SERVICIO;Filler;600002990
EROSKI;Filler;600000389
ES;Filler;600001278
ES ADENOR POLINYA;Filler;600000775
ES AIRPORT GRUPO CARINO;Filler;600001789
ES ALGERRI;Filler;600002091
ES ANDRASOIL;Filler;600001165
ES BORJA - E.S.SOBRADO DE PICATO, S.L.U;Filler;600000294
ES BP GURUGU;Filler;600002339
ES CASTRONUNO;Filler;600003872
ES COLOSO;Filler;600001018
ES COLOSO CHURRIANA;Filler;600002394
ES DOSVILLAS SL;Filler;600002475
ES DULANTZI REPSOL;Filler;600000382
ES EL CALEYU N  22905 CEPSA;Filler;600000460
ES EL PERAL;Filler;600000979
ES ESLA;Filler;600002082
ES FERMAN LIANO;Filler;600001099
ES HERMANOS OLALLA;Filler;600000907
ES LANDIBAR;Filler;600002765
ES LIMONAR;Filler;600002421
ES LOS MONOS;Filler;600003297
ES MALAVELLA;Filler;600001610
ES MILL SERVICES;Filler;600002520
ES MIRALBUENO CEPSA;Filler;600004025
ES NORIAS;Filler;600000303
ES NTRA SRA OLIVAR;Filler;600003987
ES PARKING DEL BAIX LLOBREGAT;Filler;600000709
ES RB;Filler;600002966
ES SALORINO;Filler;600000964
ES SAN ANTONIOABAD. FUENTEALBILLA;Filler;600000050
ES TADISUR ;Filler;600001326
ES TAXLAGUNA ;Filler;600003136
ES VILAMARINA CEPSA;Filler;600000846
ES ZARAGOZA;Filler;600001168
ES.LA NARANJA;Filler;600001714
ESAP LA PARA ROCIERA;Filler;600001285
ESC;Filler;600001003
ESCLATOIL;Filler;600000654
ESCLATOIL ;Filler;600002155
ESC-PETROLEOS;Filler;600000417
ESFER-OIL;Filler;600002019
ESOIL;Filler;600000422
ESPANOIL;Filler;600003905
ESPECIAL OIL;Filler;600003900
ESPINARDO;Filler;600002578
ESSER;Filler;600000774
EST.SERVICIO  SAN COSME    CELA-MOS;Filler;600002983
ESTACIO DE SERVICI EL REGAIXO;Filler;600003666
ESTACIO SERRA CADI, S.L.;Filler;600000725
ESTACIO SERVEI BIGUES I RIELLS;Filler;600000681
ESTACIO SERVEI CAN BUXERES;Filler;600000728
ESTACIO SERVEI LLINARS;Filler;600000741
ESTACIO SERVEI LLUCANES;Filler;600000779
ESTACIO SERVEI OLIANA;Filler;600002138
ESTACION  SERVICIO CHIPUDE;Filler;600003186
ESTACION 24H. MIAJADAS LOGISTICA Y TRANSPORTES SL;Filler;600000947
ESTACION AEROPUERTO;Filler;600003710
ESTACION AUTOBUSES;Filler;600002404
ESTACION AUTOBUSES VALLADOLID;Filler;600003897
ESTACION BOYA;Filler;600002122
ESTACION DE AUTOBUSES;Filler;600003058
ESTACION DE AUTOBUSES DE CARTAGENA;Filler;600002505
ESTACION DE CARBURANTES SAN BARTOLOME APOSTOL;Filler;600001267
ESTACION DE SERVICIO;Filler;600000612
ESTACION DE SERVICIO ;Filler;600001891
ESTACION DE SERVICIO A TRABE;Filler;600001432
ESTACION DE SERVICIO ACEITES ALDEAHERMOSA;Filler;600002012
ESTACION DE SERVICIO AOIZ, S.L.;Filler;600002655
ESTACION DE SERVICIO ARALAR;Filler;600002675
ESTACION DE SERVICIO ARMENTERA S.L;Filler;600000525
ESTACION DE SERVICIO BANDEIRA;Filler;600003000
ESTACION DE SERVICIO CARDENETE;Filler;600001499
ESTACION DE SERVICIO CASTANAR;Filler;600000932
ESTACION DE SERVICIO COLOSO MARBELLA;Filler;600002413
ESTACION DE SERVICIO DIEGO PILETA  Y AUTOLAVADO AGUA OSMOTIZADA: HIJOS DE DIEGO PILETA;Filler;600002000
ESTACION DE SERVICIO EL CRUCE DE SANTA MARIA DE TRASSIERRA;Filler;600001338
ESTACION DE SERVICIO EL GOMERO;Filler;600003148
ESTACION DE SERVICIO FAVENCIA JULIA;Filler;600000675
ESTACION DE SERVICIO HERMANOS OLALLA ;Filler;600003380
ESTACION DE SERVICIO LA FONTANILLA;Filler;600001869
ESTACION DE SERVICIO LA FORTALEZA;Filler;600002163
ESTACION DE SERVICIO LA HIDALGA;Filler;600003073
ESTACION DE SERVICIO LA NORIA;Filler;600002693
ESTACION DE SERVICIO LIEBANA S.L;Filler;600001069
ESTACION DE SERVICIO LOS VINEDOS;Filler;600000093
ESTACION DE SERVICIO LUINTRA, S.L.;Filler;600002778
ESTACION DE SERVICIO MARINAMANSA;Filler;600002780
ESTACION DE SERVICIO NIGUELAS, S.L. ;Filler;600001774
ESTACION DE SERVICIO NOVOMILLADOIRO;Filler;600001408
ESTACION DE SERVICIO O VAL;Filler;600001454
ESTACION DE SERVICIO ORDES;Filler;600001461
ESTACION DE SERVICIO ORTEGA;Filler;600002043
ESTACION DE SERVICIO OUTOMURO S.L.;Filler;600002773
ESTACION DE SERVICIO PARANOS;Filler;600002972
ESTACION DE SERVICIO PENA DE MALATE;Filler;600001468
ESTACION DE SERVICIO PETROBLUE ;Filler;600000246
ESTACION DE SERVICIO PIADELA FASE III;Filler;600001418
ESTACION DE SERVICIO PORTER, S.L.;Filler;600003855
ESTACION DE SERVICIO PRADESOL;Filler;600002690
ESTACION DE SERVICIO PRIETO, S.L.;Filler;600003061
ESTACION DE SERVICIO RV;Filler;600001922
ESTACION DE SERVICIO SALVACANETE;Filler;600001551
ESTACION DE SERVICIO SIGRAS;Filler;600001425
ESTACION DE SERVICIO SORIANO S.L.;Filler;600003850
ESTACION DE SERVICIO TABEAIO;Filler;600001431
ESTACION DE SERVICIO VALLE DE LECRIN;Filler;600001751
ESTACION DE SERVICIO VALLE DE TRUBIA S.L.;Filler;600000458
ESTACION DE SERVICIO VELEZ RUBIO;Filler;600000367
ESTACION DE SERVICIO VENTA CAVILA;Filler;600002492
ESTACION DE SERVICIO VICASOL S.L.;Filler;600000298
ESTACION DE SERVICIO VILANOVINA;Filler;600002978
"ESTACION DE SERVICIOS ""FIS""";Filler;600001842
ESTACION DE SERVICIOS EL MIRADOR;Filler;600003125
ESTACION EL CASTILLO;Filler;600003254
ESTACION MADRID;Filler;600002502
ESTACION PLAYA BLANCA;Filler;600002964
ESTACION SERVICIO MUNICIPAL;Filler;600001917
ESTACION SERVICIO NTRA SRA DE LA BLANCA;Filler;600000959
ESTACION SERVICIO TEBA;Filler;600002441
ESTACION SERVICIO VERA SV;Filler;600000369
ESTACION SUR DE AUTOBUSES DE MADRID;Filler;600002266
ESTACIONES ARNEDO;Filler;600003033
ESTACIONES DE SERVICIO GASOLIVIA;Filler;600003231
ESTACIONES GB;Filler;600000383
ESTRELLA ROJA;Filler;600000512
ETXARRI OIL;Filler;600002705
EUCONSA - SELPE;Filler;600001040
EUMOGAS, SL;Filler;600003064
EUREKA;Filler;600003385
EUROCAM;Filler;600000387
EUROFUEL;Filler;600001115
EUROIL CUATROCAMINOS;Filler;600002039
EUROIL LA RECTA;Filler;600002040
EUROLOMA;Filler;600002494
EUROPA;Filler;600002547
EUROPA 1;Filler;600003252
EUROPETROL;Filler;600002584
EUROSOL;Filler;600002490
EUROWAG FIGUERES;Filler;600001637
EUSKADILOWCOST;Filler;600000401
EUSKOIL-STAR PETROLEUM;Filler;600000855
EVOLUTION;Filler;600000649
EXCLUSIVAS BAYMAR, S.A.;Filler;600004075
EXIBOX;Filler;600001919
EXOIL;Filler;600003412
EXOIL ALBERIC;Filler;600003612
EXOIL CHIVA;Filler;600003675
EXOIL EXPRESS;Filler;600003781
EXOIL MANISES;Filler;600003712
EXOIL PISTA DE SILLA;Filler;600003807
EXOIL REAL DE GANDIA;Filler;600003783
EXOIL RIBA-ROJA;Filler;600003789
EXP.OIL;Filler;600001622
EXPLOTACIONES GASOAL;Filler;600000577
EXPLOTACIONES GASOAL SL;Filler;600000579
EXPOAGUILAS;Filler;600002466
EXPOMARINA;Filler;600001084
EXPRESS;Filler;600000826
EXTRAFUEL;Filler;600003549
F.A.LES PLANES;Filler;600002154
F.COCA P. S.L.;Filler;600000484
F.DEL MORAL;Filler;600001398
F21;Filler;600002634
FACE PETROLEUM;Filler;600001133
FAMILY ENERGY;Filler;600000025
FAMILY ENERGY, S.L;Filler;600003738
FAMILY ENERGY,SL;Filler;600003857
FARRE OIL;Filler;600002096
FARRUCO S.A.;Filler;600003477
FAST & GAS;Filler;600000004
FAST FUEL;Filler;600000437
FAST FUEL GORO;Filler;600002933
FAST FUEL HINOJOSA;Filler;600001355
FC PETROLEOS;Filler;600001321
FEGOBLAN SL-VALCARCE;Filler;600002981
FEIXAS AULET;Filler;600000743
FEIXAS AULET ;Filler;600000785
FENIX GESTION;Filler;600003825
FENIX OIL;Filler;600001729
FER PREU JUST;Filler;600000733
FERCAM;Filler;600000697
FERNANDEZ BERMEJO;Filler;600000474
FERTIBLEND;Filler;600003909
FINA;Filler;600002791
FISCOGAS;Filler;600001988
FITO;Filler;600001308
FITOGAS;Filler;600000650
FLOREZ COSMEN, S.L.;Filler;600000419
FLUID;Filler;600001666
FM;Filler;600001116
FORRAJES DE RIBAFORADA, S.L.;Filler;600002748
FRAMA ESTACIONES;Filler;600003243
FRESAFLOR, S.C.A.;Filler;600001877
FRESON DE PALOS;Filler;600001870
FRII;Filler;600000974
FROET-GAS;Filler;600002568
FRUCIMU;Filler;600002574
FRUITERA DE CORBINS;Filler;600002112
FRU-ROSE, SCCL;Filler;600002141
FRUTAS CARAVACA, S.C.L.;Filler;600002493
FTH;Filler;600000101
FUEL 10;Filler;600000557
FUEL TRUCK;Filler;600000395
FUELING;Filler;600001670
FUELQUIN;Filler;600000583
FUEN MARIA S. COOP. DE C-LM;Filler;600001527
FUENTES DE ANDALUCIA E.S.;Filler;600003278
FULL  ENERGY BELLCAIRE D'EMPORDA;Filler;600001607
FULL & GO;Filler;600003847
FULL ENERGY - VILADAMAT;Filler;600001667
FUNDACION AIDA CEPSA;Filler;600000895
FUTURGASOIL;Filler;600003817
FYCASA LOGISTICA S.L.;Filler;600003445
FYCSA FRESH AND CARRY,S.A.;Filler;600002528
FYDEMSA;Filler;600000956
G CANTALEJO;Filler;600003190
G ESTACIONES DE SERVICIO;Filler;600002174
G.P.S. OIL ;Filler;600002295
G.T.C.B.S.L.;Filler;600001626
GACELA;Filler;600001589
GACOSUR JEREZ;Filler;600001009
GACOSUR MAIRENA;Filler;600003302
GACOSUR PALMONES;Filler;600000984
GACOSUR PARSI;Filler;600003352
GACOSUR VILLAMARTIN;Filler;600001062
GADCAR;Filler;600001619
GAFISUR ANTEQUERA;Filler;600002359
GAIA;Filler;600001807
GALAN DE MEMBRILLA;Filler;600001252
GALANES OIL;Filler;600001274
GALP;Filler;600000041
GALP ;Filler;600000467
GALP - AMERICAN PETROL ;Filler;600003602
GALP (E.S. ANTUNEZ);Filler;600000500
GALP ARRIONDAS;Filler;600000418
GALP DISTRIBUCION OIL ESPANA, S.A.U.;Filler;600001227
GALP ENERGIA;Filler;600000573
GALP LA JUNQUERA;Filler;600001219
GALP&GO;Filler;600001476
GALP/3CAMINOS-VALENCIA;Filler;600003839
GALP-3 CAMINOS;Filler;600003746
GALP-3CAMINOS UTIEL;Filler;600003830
GAMAR;Filler;600003374
GAMARRA LOW COST;Filler;600000404
GAMIZ;Filler;600000868
GAMOSA, S COOP DE CLM;Filler;600003529
GANAR, S. COOP.;Filler;600003966
GAR;Filler;600003196
GARATGE HORTA;Filler;600000673
GARDENOIL;Filler;600000672
GARRUCHO;Filler;600000981
GAS AUTO;Filler;600001853
GAS DEL MAS;Filler;600003827
GAS RUNNER ( Q8);Filler;600003367
GAS SOLIS;Filler;600001201
GASAMP;Filler;600003392
GASDEN;Filler;600000177
GASEXPRESS;Filler;600000106
GASEXPRESS ;Filler;600003896
GASEXPRESS CAMPELLO;Filler;600000165
GASEXPRESS FOIOS;Filler;600003687
GASEXPRESS GETAFE;Filler;600002244
GASEXPRESS PUZOL;Filler;600003770
GASEXPRESS VALLADOLID 5;Filler;600003865
GASHOME;Filler;600003377
GASLOWCOST;Filler;600000491
GASMOR E HIJOS S.L;Filler;600002536
GASO 10;Filler;600000506
GASOGAS OLABERRIA;Filler;600001599
GASOIL 3B;Filler;600000712
GASOILS CARRERAS DE PIERA S.L.;Filler;600000772
GASOLBEN;Filler;600003604
GASOLEO;Filler;600001241
GASOLEO A-B;Filler;600001365
GASOLEO B;Filler;600000543
GASOLEO EXPRES;Filler;600000132
GASOLEO EXPRESS (NICOLAS Y RIQUELME SL);Filler;600002601
GASOLEOA;Filler;600001595
GASOLEORGAZ, S COOP DE CLM;Filler;600003538
GASOLEOS;Filler;600002980
GASOLEOS ABELLEIRA;Filler;600002179
GASOLEOS ARANDA;Filler;600000883
GASOLEOS ARIAS MARTINEZ, S.L.;Filler;600002063
GASOLEOS CERECEDO;Filler;600002056
GASOLEOS CERECEDO S.L.U.;Filler;600002078
GASOLEOS DAGANZO;Filler;600002227
GASOLEOS DEGAS;Filler;600003461
GASOLEOS GETAFE, S.L.;Filler;600002246
GASOLEOS LA ELIANA;Filler;600003763
GASOLEOS MARTIN NAVAS SLU;Filler;600003379
GASOLEOS MERCADAIZ;Filler;600002713
GASOLEOS S. ALMANSA;Filler;600000028
GASOLEOS SAN BENITO;Filler;600001421
GASOLEOS SANTA CRUZ;Filler;600003557
GASOLEOS SERSUCO;Filler;600003459
GASOLEOS SIERRA OESTE,SL;Filler;600002218
GASOLEOS SOTOMONTES,S.L.;Filler;600000327
GASOLEOS TERUEL;Filler;600003432
GASOLEOS TORRES LOW COST 24H.;Filler;600002327
GASOLEOS TULLY;Filler;600003046
GASOLEOS TURBULA ;Filler;600000071
GASOLEOS VILLAGER;Filler;600002067
GASOLEOS VILOMORE,S.L.;Filler;600000329
GASOLEOSJUCO;Filler;600001215
GASOLINERA;Filler;600001676
GASOLINERA AGULLENT;Filler;600003600
GASOLINERA ALCOY ;Filler;600000105
GASOLINERA ALFAFAR;Filler;600003620
GASOLINERA ALISAL;Filler;600001088
GASOLINERA CACERES;Filler;600000927
GASOLINERA CANADA ROSAL S.L.;Filler;600003238
GASOLINERA CAPELLANIAS;Filler;600000926
GASOLINERA CARTAGENA;Filler;600002498
GASOLINERA DE FORMENTERA;Filler;600000197
GASOLINERA D'ELX (S. ATENDIDO);Filler;600000190
GASOLINERA EL EJIDO;Filler;600000301
GASOLINERA EL MARGEN;Filler;600001712
GASOLINERA ES;Filler;600003614
GASOLINERA ETENOIL;Filler;600000036
GASOLINERA G & S;Filler;600002732
GASOLINERA GALMAR;Filler;600003709
GASOLINERA GRANADA LA PALMA;Filler;600001772
GASOLINERA GRANADA LA PALMA S.COOP.AND;Filler;600001677
GASOLINERA JILOCA;Filler;600003435
GASOLINERA LOS IBORES;Filler;600000924
GASOLINERA LOW COST;Filler;600002128
GASOLINERA LOW COST PENADES;Filler;600000030
GASOLINERA OLIVARES;Filler;600003308
GASOLINERA ORTUELLA;Filler;600000871
GASOLINERA SAN JAVIER;Filler;600002617
GASOLINERA SAN ROQUE;Filler;600000497
GASOLINERA SANTA BARBARA;Filler;600003251
GASOLINERA SANTANA;Filler;600001998
GASOLINERA VALDEMORO;Filler;600002330
GASOLINERA VELA, S.L.;Filler;600003582
GASOLINERA VILLAFLORES;Filler;600003060
GASOLINERA VILLAREJO DE SALVANES;Filler;600002342
GASOLINERAS DEL REY;Filler;600000037
GASOLIVA;Filler;600001962
GASOLIVIA;Filler;600001846
GASOLPOP,S.L.;Filler;600000212
GASOLPRICE;Filler;600003947
GASOLPRIME;Filler;600004026
GASOLWIN;Filler;600001969
GASOLWIN BENEIXAMA;Filler;600000139
GASOMAR;Filler;600001023
GASONAVA;Filler;600003533
GASOPOTENZ;Filler;600003811
GASOPRIX;Filler;600003802
GASORBA;Filler;600000220
GAS-PARK;Filler;600000789
GASPLAY;Filler;600000078
GASPUIG;Filler;600003771
GASUIR;Filler;600000683
GASUMA;Filler;600001422
GAX;Filler;600003863
GBA;Filler;600003427
GC;Filler;600002248
GC ENERGY;Filler;600000537
GECKOIL;Filler;600001640
GEDS;Filler;600001304
GEDS ALMODOVAR;Filler;600001310
GEDS FAEMER;Filler;600001396
GEDS RONDA;Filler;600002434
GENIL;Filler;600003270
GERANTISAN;Filler;600000388
GESGASOLEO;Filler;600001836
GEST;Filler;600001169
GEXA;Filler;600001597
GF;Filler;600000423
GFM CA;Filler;600003585
GHC;Filler;600002263
GHC SORIA;Filler;600003376
GHNPLUS;Filler;600001991
GHOL;Filler;600000243
GIAL;Filler;600001104
GLG;Filler;600002059
GLH - GARAJE LA HOYA;Filler;600002614
GLOBAL TANK;Filler;600002613
GLOBAL TANK LA SERRETA;Filler;600002569
GLOBAL TANK SILLA;Filler;600003810
GLOBALTANK;Filler;600001669
GLOBALTANK PINOSO;Filler;600000241
GM;Filler;600001632
GM FUEL STATIONS;Filler;600000667
GM OIL;Filler;600000116
GM OIL ;Filler;600000744
GM OIL ELCHE;Filler;600000184
GM OIL PALAMOS;Filler;600001645
GM OIL TORREVIEJA;Filler;600000255
GMOIL;Filler;600000011
GNC IBERICA;Filler;600003004
GO UBRIQUE;Filler;600001057
GOEXPRESS;Filler;600000488
GOMEZ Y SIRVENT;Filler;600000201
GONDELCU;Filler;600001880
GONZALEZ CANABATE CARBURANTES;Filler;600000330
GOOD PRICE PALAU;Filler;600000759
GOR;Filler;600001722
GOTETA;Filler;600000118
GP ENERGIA;Filler;600001259
GPB;Filler;600001377
GPS.MOLINA;Filler;600002561
GPS.MOLINA- TAPIADO;Filler;600002559
GPS-NUEVA CONDOMINA;Filler;600002590
GPS-PETRO PUENTE;Filler;600002596
GR2;Filler;600002775
GRANAOIL;Filler;600000952
GRANASOL SAN PABLO;Filler;600001685
GRATSA;Filler;600000664
GREEN GAS;Filler;600002328
GREGAL;Filler;600002628
GRUPO BARAMBIO;Filler;600001491
GRUPO CACHO - CEPSA;Filler;600001254
GRUPO CALICHE;Filler;600002620
GRUPO CIRUGEDA COLOM SL ;Filler;600003690
GRUPO CRIADO;Filler;600000954
GRUPO FUENTES;Filler;600002636
GRUPO HEFAME;Filler;600002624
GRUPO LARATRANS;Filler;600003708
GRUPO LOGISTICO CODAITRANS;Filler;600001240
GRUPO MAICAS PEIRO;Filler;600001112
GRUPO PENA;Filler;600001472
GRUPO PEREA;Filler;600000229
GRUPO SERTRANIN;Filler;600001530
GRUPO TRANSLOGISTICA;Filler;600001238
GRUSVIP;Filler;600000689
GSM;Filler;600001407
GUAY;Filler;600000510
GUEROIL;Filler;600002348
GV OIL;Filler;600001482
GVOIL;Filler;600002989
H.S;Filler;600000176
H2EXAGON JINAMAR;Filler;600002941
H2EXAGON LAS TORRES;Filler;600002890
H2EXAGON NORTE;Filler;600002857
HAFESA OIL;Filler;600001288
HAM;Filler;600000039
HAM BILBAO;Filler;600000862
HAM BIONET;Filler;600003416
HAM IGUALADA;Filler;600000735
HAM SEVILLA;Filler;600003213
HAM TORREMOCHA;Filler;600001828
HAM TRES CANTOS;Filler;600002265
HAM VILAR DO COLO;Filler;600001445
HELLIN GAS S.L.;Filler;600000051
HEMEGAS;Filler;600000988
HENERGY;Filler;600003577
HERMANOS CRUZ (REPOSTAR);Filler;600000481
HERMANOS FERNANDEZ GARCIA SA;Filler;600003514
HERMANOS GUILLEN MONTERO S.A.;Filler;600000565
HERMANOS MORENO PADILLA;Filler;600002020
HERMANOS NAVARRO;Filler;600002622
HERMANOS NUNO, S.L.;Filler;600001509
HGOIL;Filler;600001203
HIGUEROIL;Filler;600001851
HIJOS DE NAVARRO ROBLES (REPSOL);Filler;600002648
HIPER OIL;Filler;600001921
HIPER-OIL;Filler;600001915
HISPANIA DE CARBURANTES;Filler;600001360
HLH;Filler;600002481
HNOS BANOS;Filler;600002637
HNOS GUILLEN MONTERO S.A.L.;Filler;600000496
