Provincia;Municipio;Localidad
CORUNA (A);CULLEREDO;FONTECULLER
CORUNA (A);CULLEREDO;CULLEREDO
CORUNA (A);CULLEREDO;LEDONO
CORUNA (A);CURTIS;TEIJEIRO
CORUNA (A);CURTIS;CURTIS
CORUNA (A);DODRO;DODRINO
CORUNA (A);DUMBRIA;CAMPO DE BERDEOGAS
CORUNA (A);FENE;FENE
CORUNA (A);FERROL;CATABOIS
CORUNA (A);FERROL;FERROL
CORUNA (A);FERROL;CABANA (A)
CORUNA (A);FISTERRA;FISTERRA
CORUNA (A);FRADES;PONTE CARREIRA
CORUNA (A);IRIXOA;PAZO DE IRIXOA (O)
CORUNA (A);LARACHA (A);PAYOSACO
CORUNA (A);LARACHA (A);CORGO
CORUNA (A);LARACHA (A);LARACHA
CORUNA (A);LARACHA (A);TORAS
CORUNA (A);LAXE;LAXE
CORUNA (A);MALPICA DE BERGANTINOS;MALPICA
CORUNA (A);MAZARICOS;PINO VAL (MAZARICOS)
CORUNA (A);MAZARICOS;SAN CIPRIANO
CORUNA (A);MAZARICOS;PICARANA
CORUNA (A);MELIDE;MELIDE
CORUNA (A);MELIDE;ALTO
CORUNA (A);MINO;MINO
CORUNA (A);MOECHE;SAN RAMON
CORUNA (A);MUGARDOS;MUGARDOS
CORUNA (A);MUXIA;MUXIA
CORUNA (A);NARON;XUBIA
CORUNA (A);NARON;O'VAL-NARON
CORUNA (A);NARON;NARON
CORUNA (A);NARON;GANDARA
CORUNA (A);NARON;CAMPO DAS RATAS
CORUNA (A);NARON;CADAVAL
CORUNA (A);NARON;GANDARA DE ABAJO
CORUNA (A);NEDA;NEDA
CORUNA (A);NEDA;MOURELA ALTA
CORUNA (A);NEGREIRA;NEGREIRA
CORUNA (A);NOIA;ALBARISA
CORUNA (A);NOIA;NOIA
CORUNA (A);NOIA;ABRUNEIRAS
CORUNA (A);OLEIROS;OLEIROS
CORUNA (A);OLEIROS;VILANOVA
CORUNA (A);OLEIROS;PERILLO
CORUNA (A);ORDES;ORDES
CORUNA (A);ORDES;MESON DO VENTO
CORUNA (A);ORDES;AMEIXEIRA
CORUNA (A);OROSO;OROSO PEQUENO
CORUNA (A);ORTIGUEIRA;ORTIGUEIRA
CORUNA (A);OUTES;OUTES
CORUNA (A);OZA DOS RIOS;OZA
CORUNA (A);PADERNE;TERCIO
CORUNA (A);PADRON;PADRON
CORUNA (A);PADRON;IRIA FLAVIA
CORUNA (A);PADRON;ESCLAVITUD
CORUNA (A);PINO (O);ARCA (SANTA EULALIA)
CORUNA (A);PINO (O);PAZO
CORUNA (A);POBRA DO CARAMINAL (A);POBRA DO CARAMINAL
CORUNA (A);PONTECESO;PONTECESO
CORUNA (A);PONTECESO;CAMPARA (A)
CORUNA (A);PONTEDEUME;PONTEDEUME
CORUNA (A);PONTEDEUME;CAMPO LONGO
CORUNA (A);PONTES DE GARCIA RODRIGUEZ (AS);PONTES DE GARCIA RODRIGUEZ (AS) (SANTA MARIA)
CORUNA (A);PONTES DE GARCIA RODRIGUEZ (AS);GOENTE
CORUNA (A);PORTO DO SON;PORTO DO SON
CORUNA (A);RIANXO;RIANXO
CORUNA (A);RIANXO;TE
CORUNA (A);RIBEIRA;SANTA UXIA DE RIBEIRA
CORUNA (A);ROIS;MARTELO
CORUNA (A);SADA;SADA
CORUNA (A);SADA;TARABELO
CORUNA (A);SADA;OSEDO
CORUNA (A);SAN SADURNINO;MARQUES DE SAN SADURNINO, AVENIDA DO
CORUNA (A);SAN SADURNINO;BIDUEDA
CORUNA (A);SANTA COMBA;SANTA COMBA
CORUNA (A);SANTIAGO DE COMPOSTELA;BRINS
CORUNA (A);SANTIAGO DE COMPOSTELA;SANTIAGO DE COMPOSTELA
CORUNA (A);SANTIAGO DE COMPOSTELA;ROXOS
CORUNA (A);SANTIAGO DE COMPOSTELA;SANTO IGNACIO DO MONTE
CORUNA (A);SANTIAGO DE COMPOSTELA;BALSOMA
CORUNA (A);SANTIAGO DE COMPOSTELA;EIXO DE ABAIXO (O)
CORUNA (A);SANTIAGO DE COMPOSTELA;ROCHA VELLA (A)
CORUNA (A);SANTIAGO DE COMPOSTELA;POLVEIRA (A)
CORUNA (A);SOBRADO;SOBRADO
CORUNA (A);TEO;TEO
CORUNA (A);TEO;CASALONGA
CORUNA (A);TEO;RAMALLOSA
CORUNA (A);TRAZO;AGRO DO MESTRE
CORUNA (A);TRAZO;BREA (A)
CORUNA (A);VAL DO DUBRA;BEMBIBRE
CORUNA (A);VAL DO DUBRA;PORTOMOURO
CORUNA (A);VALDOVINO;VALDOVINO
CORUNA (A);VEDRA;PONTE ULLA
CORUNA (A);VILASANTAR;SESMONDE
CORUNA (A);VILASANTAR;ZANFOGA
CORUNA (A);VIMIANZO;VIMIANZO
CORUNA (A);ZAS;ZAS
CORUNA (A);ZAS;BAIO GRANDE
CUENCA;ALBERCA DE ZANCARA (LA);ALBERCA DE ZANCARA (LA)
CUENCA;ALIAGUILLA;ALIAGUILLA
CUENCA;ALMARCHA (LA);ALMARCHA (LA)
CUENCA;ALMODOVAR DEL PINAR;ALMODOVAR DEL PINAR
CUENCA;ALMONACID DEL MARQUESADO;ALMONACID DEL MARQUESADO
CUENCA;ATALAYA DEL CANAVATE;ATALAYA DEL CANAVATE
CUENCA;BARAJAS DE MELO;BARAJAS DE MELO
CUENCA;BELINCHON;BELINCHON
CUENCA;BETETA;BETETA
CUENCA;BUENACHE DE ALARCON;BUENACHE DE ALARCON
CUENCA;CAMPILLO DE ALTOBUEY;CAMPILLO DE ALTOBUEY
CUENCA;CAMPOS DEL PARAISO;CARRASCOSA DEL CAMPO
CUENCA;CANAVERAS;CANAVERAS
CUENCA;CANAVERUELAS;CANAVERUELAS
CUENCA;CANETE;CANETE
CUENCA;CARBONERAS DE GUADAZAON;CARBONERAS DE GUADAZAON
CUENCA;CARDENETE;CARDENETE
CUENCA;CASAS DE BENITEZ;CASAS DE BENITEZ
CUENCA;CASAS DE FERNANDO ALONSO;CASAS DE FERNANDO ALONSO
CUENCA;CASAS DE HARO;CASAS DE HARO
CUENCA;CASAS DE LOS PINOS;CASAS DE LOS PINOS
CUENCA;CASASIMARRO;CASASIMARRO
CUENCA;CASTILLEJO DE INIESTA;CASTILLEJO DE INIESTA
CUENCA;CASTILLO DE GARCIMUNOZ;CASTILLO DE GARCIMUNOZ
CUENCA;CERVERA DEL LLANO;CERVERA DEL LLANO
CUENCA;CHILLARON DE CUENCA;CHILLARON DE CUENCA
CUENCA;CUENCA;CUENCA
CUENCA;CUENCA;MELGOSA (LA)
CUENCA;FUENTE DE PEDRO NAHARRO;FUENTE DE PEDRO NAHARRO
CUENCA;GRAJA DE INIESTA;GRAJA DE INIESTA
CUENCA;HERRUMBLAR (EL);HERRUMBLAR (EL)
CUENCA;HINOJOSA (LA);HINOJOSA (LA)
CUENCA;HINOJOSOS (LOS);HINOJOSOS (LOS)
CUENCA;HITO (EL);HITO (EL)
CUENCA;HONRUBIA;HONRUBIA
CUENCA;HORCAJO DE SANTIAGO;HORCAJO DE SANTIAGO
CUENCA;HUETE;HUETE
CUENCA;INIESTA;INIESTA
CUENCA;LANDETE;LANDETE
CUENCA;LEDANA;LEDANA
CUENCA;MESAS (LAS);MESAS (LAS)
CUENCA;MINGLANILLA;MINGLANILLA
CUENCA;MIRA;MIRA
CUENCA;MONTALBANEJO;MONTALBANEJO
CUENCA;MONTALBO;MONTALBO
CUENCA;MOTA DEL CUERVO;MOTA DEL CUERVO
CUENCA;MOTILLA DEL PALANCAR;MOTILLA DEL PALANCAR
CUENCA;PALOMARES DEL CAMPO;PALOMARES DEL CAMPO
CUENCA;PEDERNOSO (EL);PEDERNOSO (EL)
CUENCA;PEDRONERAS (LAS);PEDRONERAS (LAS)
CUENCA;PERAL (EL);PERAL (EL)
CUENCA;POZOAMARGO;POZOAMARGO
CUENCA;POZORRUBIELOS DE LA MANCHA;POZOSECO
CUENCA;PRIEGO;PRIEGO
CUENCA;PROVENCIO (EL);PROVENCIO (EL)
CUENCA;PUEBLA DE ALMENARA;PUEBLA DE ALMENARA
CUENCA;QUINTANAR DEL REY;QUINTANAR DEL REY
CUENCA;SAELICES;SAELICES
CUENCA;SALVACANETE;SALVACANETE
CUENCA;SAN CLEMENTE;SAN CLEMENTE
CUENCA;SAN LORENZO DE LA PARRILLA;SAN LORENZO DE LA PARRILLA
CUENCA;SANTA CRUZ DE MOYA;SANTA CRUZ DE MOYA
CUENCA;SANTA MARIA DE LOS LLANOS;SANTA MARIA DE LOS LLANOS
CUENCA;SANTA MARIA DEL CAMPO RUS;SANTA MARIA DEL CAMPO RUS
CUENCA;SISANTE;SISANTE
CUENCA;TALAYUELAS;TALAYUELAS
CUENCA;TARANCON;TARANCON
CUENCA;TEBAR;TEBAR
CUENCA;TORREJONCILLO DEL REY;TORREJONCILLO DEL REY
CUENCA;TORRUBIA DEL CAMPO;TORRUBIA DEL CAMPO
CUENCA;TRAGACETE;TRAGACETE
CUENCA;TRESJUNCOS;TRESJUNCOS
CUENCA;VALDEOLIVAS;VALDEOLIVAS
CUENCA;VALERAS (LAS);VALERA DE ABAJO
CUENCA;VILLACONEJOS DE TRABAQUE;VILLACONEJOS DE TRABAQUE
CUENCA;VILLAESCUSA DE HARO;VILLAESCUSA DE HARO
CUENCA;VILLAGARCIA DEL LLANO;VILLAGARCIA DEL LLANO
CUENCA;VILLALBA DEL REY;VILLALBA DEL REY
CUENCA;VILLALPARDO;VILLALPARDO
CUENCA;VILLAMAYOR DE SANTIAGO;VILLAMAYOR DE SANTIAGO
CUENCA;VILLANUEVA DE LA JARA;VILLANUEVA DE LA JARA
CUENCA;VILLAR DE CANAS;VILLAR DE CANAS
CUENCA;VILLAREJO DE FUENTES;VILLAREJO DE FUENTES
CUENCA;VILLAREJO-PERIESTEBAN;VILLAREJO-PERIESTEBAN
CUENCA;VILLARES DEL SAZ;VILLARES DEL SAZ
CUENCA;VILLARRUBIO;VILLARRUBIO
CUENCA;VILLARTA;VILLARTA
CUENCA;VILLAVERDE Y PASACONSOL;VILLAVERDE Y PASACONSOL
CUENCA;ZAFRA DE ZANCARA;ZAFRA DE ZANCARA
GIPUZKOA;AIA;AIA
GIPUZKOA;AIA;ARRUTIEGIA
GIPUZKOA;ANDOAIN;ANDOAIN
GIPUZKOA;ANDOAIN;LEIZOTZ
GIPUZKOA;ARRASATE/MONDRAGON;ARRASATE/MONDRAGON
GIPUZKOA;ASTIGARRAGA;ASTIGARRAGA
GIPUZKOA;AZKOITIA;AZKOITIA
GIPUZKOA;AZPEITIA;AZPEITIA
GIPUZKOA;BEASAIN;BEASAIN
GIPUZKOA;BERGARA;BERGARA
GIPUZKOA;BERGARA;BASALGO
GIPUZKOA;DEBA;DEBA
GIPUZKOA;DEBA;ITZIAR
GIPUZKOA;DONOSTIA-SAN SEBASTIAN;DONOSTIA-SAN SEBASTIAN
GIPUZKOA;DONOSTIA-SAN SEBASTIAN;ZUBIETA
GIPUZKOA;EIBAR;EIBAR
GIPUZKOA;ELGOIBAR;ELGOIBAR
GIPUZKOA;ERRENTERIA;RENTERIA
GIPUZKOA;ERRENTERIA;ERRENTERIA
GIPUZKOA;ESKORIATZA;APOTZAGA
GIPUZKOA;ESKORIATZA;ESKORIATZA
GIPUZKOA;HERNANI;HERNANI
GIPUZKOA;HONDARRIBIA;HONDARRIBIA
GIPUZKOA;IDIAZABAL;IDIAZABAL
GIPUZKOA;IRUN;IRUN
GIPUZKOA;IRUN;BIDASOA
GIPUZKOA;IRURA;IRURA
GIPUZKOA;ITSASONDO;ITSASONDO
GIPUZKOA;LASARTE-ORIA;LASARTE
GIPUZKOA;LAZKAO;LAZKAO
GIPUZKOA;LEGORRETA;LEGORRETA
GIPUZKOA;LEZO;LEZO
GIPUZKOA;MUTRIKU;MUTRIKU
GIPUZKOA;OIARTZUN;OIARTZUN
GIPUZKOA;OIARTZUN;ARRAGUA
GIPUZKOA;OIARTZUN;ALTZIBAR Y KARRIKA
GIPUZKOA;OLABERRIA;OLABERRIA
GIPUZKOA;ONATI;ONATI
GIPUZKOA;ORDIZIA;ORDIZIA
GIPUZKOA;PASAIA;PASAI SAN PEDRO
GIPUZKOA;TOLOSA;TOLOSA
GIPUZKOA;URNIETA;URNIETA
GIPUZKOA;USURBIL;USURBIL
GIPUZKOA;USURBIL;AGINAGA
GIPUZKOA;VILLABONA;VILLABONA
GIPUZKOA;VILLABONA;AMASA
GIPUZKOA;ZARAUTZ;ZARAUTZ
GIPUZKOA;ZESTOA;ZESTOA
GIPUZKOA;ZESTOA;ARROA-BEKOA
GIPUZKOA;ZUMAIA;ZUMAIA
GIPUZKOA;ZUMARRAGA;ZUMARRAGA
GIRONA;AIGUAVIVA;AIGUAVIVA
GIRONA;AMER;AMER
GIRONA;ANGLES;ANGLES
GIRONA;ARBUCIES;ARBUCIES
GIRONA;AVINYONET DE PUIGVENTOS;AVINYONET DE PUIGVENTOS
GIRONA;BANYOLES;BANYOLES
GIRONA;BASCARA;BASCARA
GIRONA;BEGUR;BEGUR
GIRONA;BELLCAIRE D'EMPORDA;BELLCAIRE D'EMPORDA
GIRONA;BESALU;BESALU
GIRONA;BESCANO;BESCANO
GIRONA;BISBAL D'EMPORDA (LA);BISBAL D'EMPORDA(LA)
GIRONA;BIURE;BIURE
GIRONA;BLANES;BLANES
GIRONA;BORRASSA;BORRASSA
GIRONA;BRUNYOLA;BRUNYOLA
GIRONA;CABANELLES;CABANELLES
GIRONA;CADAQUES;CADAQUES
GIRONA;CALDES DE MALAVELLA;CALDES DE MALAVELLA
GIRONA;CALONGE;CALONGE
GIRONA;CAMPELLES;CAMPELLES
GIRONA;CAMPRODON;CAMPRODON
GIRONA;CAPMANY;CAPMANY
GIRONA;CASSA DE LA SELVA;CASSA DE LA SELVA
GIRONA;CASTELLO D'EMPURIES;CASTELLO D'EMPURIES
GIRONA;CASTELL-PLATJA D'ARO;CASTELL D'ARO
GIRONA;CASTELL-PLATJA D'ARO;PLATJA D'ARO
GIRONA;CELLERA DE TER (LA);CELLERA DE TER (LA)
GIRONA;CELRA;CELRA
GIRONA;CERVIA DE TER;CERVIA DE TER
GIRONA;CORCA;CORCA
GIRONA;ESCALA (L');ESCALA (L')
GIRONA;FIGUERES;FIGUERES
GIRONA;FIGUERES;VILATENIM
GIRONA;FONTANILLES;FONTANILLES
GIRONA;FORALLAC;VULPELLAC
GIRONA;FORNELLS DE LA SELVA;FORNELLS DE LA SELVA
GIRONA;FORTIA;FORTIA
GIRONA;GARRIGAS;GARRIGAS
GIRONA;GIRONA;GIRONA
GIRONA;HOSTALRIC;HOSTALRIC
GIRONA;JONQUERA (LA);LA JONQUERA
GIRONA;JUIA;JUIA
GIRONA;LLAGOSTERA;LLAGOSTERA
GIRONA;LLANCA;LLANCA
GIRONA;LLERS;HOSTALETS
GIRONA;LLERS;LLERS
GIRONA;LLIVIA;LLIVIA
GIRONA;LLORET DE MAR;LLORET DE MAR
GIRONA;MACANET DE CABRENYS;MACANET DE CABRENYS
GIRONA;MACANET DE LA SELVA;MACANET DE LA SELVA
GIRONA;MONT-RAS;MONT-RAS
GIRONA;OLOT;OLOT
GIRONA;PALAFRUGELL;PALAFRUGELL
GIRONA;PALAMOS;PALAMOS
GIRONA;PALOL DE REVARDIT;PALOL DE REVARDIT
GIRONA;PAU;PAU
GIRONA;PEDRET I MARZA;PEDRET
GIRONA;PERA (LA);PERA (LA)
GIRONA;PLANES D'HOSTOLES (LES);LES PLANES D'HOSTOLES
GIRONA;PONT DE MOLINS;PONT DE MOLINS
GIRONA;PORQUERES;PORQUERES
GIRONA;PORT DE LA SELVA (EL);PORT DE LA SELVA (EL)
GIRONA;PORTBOU;PORTBOU
GIRONA;PRESES (LES);PRESES (LES)
GIRONA;PUIGCERDA;PUIGCERDA
GIRONA;QUART;QUART
GIRONA;REGENCOS;REGENCOS
GIRONA;RIPOLL;RIPOLL
GIRONA;RIUDARENES;RIUDARENES
GIRONA;RIUDELLOTS DE LA SELVA;RIUDELLOTS DE LA SELVA
GIRONA;ROSES;ROSES
GIRONA;ROSES;CANYELLES-ALMADRAVA-PUIG-ROM
GIRONA;SALT;SALT
GIRONA;SANT FELIU DE BUIXALLEU;SANT FELIU DE BUIXALLEU
GIRONA;SANT FELIU DE GUIXOLS;SANT FELIU DE GUIXOLS
GIRONA;SANT GREGORI;SANT GREGORI
GIRONA;SANT HILARI SACALM;SANT HILARI SACALM
GIRONA;SANT JAUME DE LLIERCA;BARRI HOSTAL NOU
GIRONA;SANT JOAN DE LES ABADESSES;ST JOAN DE LES ABADESSES
GIRONA;SANT JOAN LES FONTS;SANT JOAN LES FONTS
GIRONA;SANT JORDI DESVALLS;S. JORDI DESVALLS
GIRONA;SANT PERE PESCADOR;SANT PERE PESCADOR
GIRONA;SANTA COLOMA DE FARNERS;SANTA COLOMA DE FARNERS
GIRONA;SANTA CRISTINA D'ARO;SANTA CRISTINA D'ARO
GIRONA;SANTA LLOGAIA D'ALGUEMA;SANTA LLOGAIA D'ALGUEMA
GIRONA;SARRIA DE TER;SARRIA DE TER
GIRONA;SAUS;SAUS
GIRONA;SERINYA;SERINYA
GIRONA;SERRA DE DARO;SERRA DE DARO
GIRONA;SILS;SILS
GIRONA;TORROELLA DE MONTGRI;TORROELLA DE MONTGRI
GIRONA;TOSSA DE MAR;TOSSA
GIRONA;ULLA;ULLA
GIRONA;VALL DE BIANYA (LA);VALL DE BIANYA, LA
GIRONA;VALL D'EN BAS (LA);BAS
GIRONA;VERGES;VERGES
GIRONA;VIDRERES;VIDRERES
GIRONA;VILADAMAT;PALAUBORRELL
GIRONA;VILADAMAT;VILADAMAT
GIRONA;VILADRAU;VILADRAU
GIRONA;VILAMALLA;VILAMALLA
GIRONA;VILAMALLA;POLIGON EMPORDA INTERNACIONAL
GIRONA;VILOBI D'ONYAR;VILOBI D'ONYAR
GRANADA;ALBOLOTE;ALBOLOTE
GRANADA;ALBUNAN;ALBUNAN
GRANADA;ALBUNOL;ALBUNOL
GRANADA;ALBUNOL;RABITA (LA)
GRANADA;ALBUNOL;POZUELO (EL)
GRANADA;ALFACAR;ALFACAR
GRANADA;ALGARINEJO;ALGARINEJO
GRANADA;ALHAMA DE GRANADA;ALHAMA DE GRANADA
GRANADA;ALHAMA DE GRANADA;VENTAS DE ZAFARRAYA
GRANADA;ALHENDIN;ALHENDIN
GRANADA;ALMUNECAR;ALMUNECAR
GRANADA;ALMUNECAR;HERRADURA (LA)
GRANADA;ARMILLA;ARMILLA
GRANADA;ATARFE;ATARFE
GRANADA;BAZA;BAZA
GRANADA;BAZA;BAUL
GRANADA;BENALUA DE LAS VILLAS;BENALUA DE LAS VILLAS
GRANADA;BENAMAUREL;BENAMAUREL
GRANADA;CADIAR;CADIAR
GRANADA;CALAHORRA (LA);CALAHORRA (LA)
GRANADA;CALICASAS;CALICASAS
GRANADA;CAMPOTEJAR;CAMPOTEJAR
GRANADA;CANILES;CANILES
GRANADA;CASTILLEJAR;CASTILLEJAR
GRANADA;CASTRIL;CASTRIL
GRANADA;CENES DE LA VEGA;CENES DE LA VEGA
GRANADA;CHAUCHINA;CHAUCHINA
GRANADA;CHURRIANA DE LA VEGA;CHURRIANA DE LA VEGA
GRANADA;CIJUELA;CIJUELA
GRANADA;COGOLLOS DE LA VEGA;COGOLLOS VEGA
GRANADA;COLOMERA;COLOMERA
GRANADA;CUEVAS DEL CAMPO;CUEVAS DEL CAMPO
GRANADA;CULLAR;CULLAR
GRANADA;CULLAR;VERTIENTES (LAS)
GRANADA;CULLAR VEGA;CULLAR VEGA
GRANADA;DARRO;DARRO
GRANADA;DEIFONTES;DEIFONTES
GRANADA;DIEZMA;DIEZMA
GRANADA;DOLAR;DOLAR
GRANADA;DURCAL;DURCAL
GRANADA;FREILA;FREILA
GRANADA;FUENTE VAQUEROS;FUENTE VAQUEROS
GRANADA;GABIAS (LAS);GABIA GRANDE
GRANADA;GALERA;GALERA
GRANADA;GOR;GOR
GRANADA;GRANADA;GRANADA
GRANADA;GUADAHORTUNA;GUADAHORTUNA
GRANADA;GUADIX;GUADIX
GRANADA;GUALCHOS;CASTELL DE FERRO
GRANADA;GUEJAR SIERRA;GUEJAR-SIERRA
GRANADA;GUEVEJAR;GUEVEJAR
GRANADA;HUENEJA;HUENEJA
GRANADA;HUESCAR;HUESCAR
GRANADA;HUETOR DE SANTILLAN;HUETOR-SANTILLAN
GRANADA;HUETOR TAJAR;HUETOR-TAJAR
GRANADA;HUETOR TAJAR;VENTA NUEVA
GRANADA;HUETOR VEGA;HUETOR-VEGA
GRANADA;ILLORA;ILLORA
GRANADA;ILLORA;ALOMARTES
GRANADA;IZNALLOZ;IZNALLOZ
GRANADA;IZNALLOZ;DOMINGO PEREZ
GRANADA;JAYENA;JAYENA
GRANADA;JETE;JETE
GRANADA;JUN;JUN
GRANADA;LACHAR;LACHAR
GRANADA;LANJARON;LANJARON
GRANADA;LECRIN;TALARA
GRANADA;LOJA;LOJA
GRANADA;LOJA;VENTORROS DE SAN JOSE
GRANADA;MARACENA;MARACENA
GRANADA;MOCLIN;PUERTO LOPE
GRANADA;MOLVIZAR;MOLVIZAR
GRANADA;MONACHIL;MONACHIL
GRANADA;MONTEFRIO;MONTEFRIO
GRANADA;MONTEJICAR;MONTEJICAR
GRANADA;MONTILLANA;MONTILLANA
GRANADA;MORALEDA DE ZAFAYONA;MORALEDA DE ZAFAYONA
GRANADA;MOTRIL;MOTRIL
GRANADA;MOTRIL;CARCHUNA
GRANADA;MOTRIL;PUNTALON
GRANADA;NEVADA;LAROLES
GRANADA;NIGUELAS;NIGUELAS
GRANADA;OGIJARES;OGIJARES
GRANADA;ORCE;ORCE
GRANADA;ORGIVA;ORGIVA
GRANADA;OTURA;OTURA
GRANADA;PADUL;PADUL
GRANADA;PAMPANEIRA;PAMPANEIRA
GRANADA;PELIGROS;PELIGROS
GRANADA;PELIGROS;MONTELUZ
GRANADA;PEZA (LA);PEZA (LA)
GRANADA;PINAR;PINAR
GRANADA;PINOS PUENTE;PINOS-PUENTE
GRANADA;PINOS PUENTE;CASANUEVA
GRANADA;PINOS PUENTE;VALDERRUBIO
GRANADA;PORTUGOS;PORTUGOS
GRANADA;PUEBLA DE DON FADRIQUE;PUEBLA DE DON FADRIQUE
GRANADA;PUEBLA DE DON FADRIQUE;ALMACILES
GRANADA;PULIANAS;PULIANAS
GRANADA;PURULLENA;PURULLENA
GRANADA;SALAR;SALAR
GRANADA;SALOBRENA;SALOBRENA
GRANADA;SANTA FE;SANTA FE
GRANADA;UGIJAR;UGIJAR
GRANADA;VEGAS DEL GENIL;PURCHIL
GRANADA;VELEZ DE BENAUDALLA;VELEZ DE BENAUDALLA
GRANADA;VENTAS DE HUELMA;VENTAS DE HUELMA
GRANADA;VILLAMENA;CONCHAR
GRANADA;VILLANUEVA DE LAS TORRES;VILLANUEVA DE LAS TORRES
GRANADA;VILLANUEVA MESIA;VILLANUEVA MESIA
GRANADA;ZAFARRAYA;ZAFARRAYA
GRANADA;ZAGRA;ZAGRA
GRANADA;ZUBIA (LA);ZUBIA (LA)
GRANADA;ZUBIA (LA);BARRICHUELO (EL)
GRANADA;ZUJAR;ZUJAR
GUADALAJARA;ALCOLEA DEL PINAR;ALCOLEA DEL PINAR
GUADALAJARA;ALGORA;ALGORA
GUADALAJARA;ALMADRONES;ALMADRONES
GUADALAJARA;ALMOGUERA;ALMOGUERA
GUADALAJARA;ALMONACID DE ZORITA;ALMONACID DE ZORITA
GUADALAJARA;ALOVERA;ALOVERA
GUADALAJARA;ATIENZA;ATIENZA
GUADALAJARA;AZUQUECA DE HENARES;AZUQUECA DE HENARES
GUADALAJARA;BERNINCHES;BERNINCHES
GUADALAJARA;BRIHUEGA;BRIHUEGA
GUADALAJARA;CABANILLAS DEL CAMPO;CABANILLAS DEL CAMPO
GUADALAJARA;CAMPILLO DE DUENAS;CAMPILLO DE DUENAS
GUADALAJARA;CASAR (EL);CASAR (EL)
GUADALAJARA;CASAR (EL);COTO (EL)
GUADALAJARA;CHILOECHES;CLAVIN (EL)
GUADALAJARA;CIFUENTES;CIFUENTES
GUADALAJARA;CONDEMIOS DE ARRIBA;CONDEMIOS DE ARRIBA
GUADALAJARA;CUBILLO DE UCEDA (EL);CUBILLO DE UCEDA (EL)
GUADALAJARA;ESPINOSA DE HENARES;ESPINOSA DE HENARES
GUADALAJARA;FONTANAR;FONTANAR
GUADALAJARA;GUADALAJARA;GUADALAJARA
GUADALAJARA;GUADALAJARA;TARACENA
GUADALAJARA;HUMANES;HUMANES
GUADALAJARA;JADRAQUE;JADRAQUE
GUADALAJARA;LEDANCA;LEDANCA
GUADALAJARA;MARANCHON;MARANCHON
GUADALAJARA;MARCHAMALO;MARCHAMALO
GUADALAJARA;MIRABUENO;MIRABUENO
GUADALAJARA;MOLINA DE ARAGON;MOLINA
GUADALAJARA;MONDEJAR;MONDEJAR
GUADALAJARA;PASTRANA;PASTRANA
GUADALAJARA;PIOZ;PIOZ
GUADALAJARA;POZO DE GUADALAJARA;POZO DE GUADALAJARA
GUADALAJARA;QUER;QUER
GUADALAJARA;SACEDON;SACEDON
GUADALAJARA;SAUCA;SAUCA
GUADALAJARA;SIGUENZA;SIGUENZA
GUADALAJARA;TORIJA;TORIJA
GUADALAJARA;TORRE DEL BURGO;TORRE DEL BURGO
GUADALAJARA;TORREJON DEL REY;TORREJON DEL REY
GUADALAJARA;TORREMOCHA DEL CAMPO;TORREMOCHA DEL CAMPO
GUADALAJARA;TRIJUEQUE;TRIJUEQUE
GUADALAJARA;VILLANUEVA DE LA TORRE;VILLANUEVA DE LA TORRE
GUADALAJARA;VINUELAS;VINUELAS
GUADALAJARA;YEBRA;YEBRA
GUADALAJARA;YUNQUERA DE HENARES;YUNQUERA DE HENARES
HUELVA;ALJARAQUE;ALJARAQUE
HUELVA;ALMONTE;ALMONTE
HUELVA;ALMONTE;TORRE DE LA HIGUERA O MATALASCANAS
HUELVA;ALOSNO;ALOSNO
HUELVA;ALOSNO;THARSIS
HUELVA;ARACENA;ARACENA
HUELVA;AROCHE;AROCHE
HUELVA;AYAMONTE;AYAMONTE
HUELVA;BEAS;BEAS
HUELVA;BERROCAL;BERROCAL
HUELVA;BOLLULLOS PAR DEL CONDADO;BOLLULLOS PAR DEL CONDADO
HUELVA;BONARES;BONARES
HUELVA;CALA;CALA
HUELVA;CALANAS;CALANAS
HUELVA;CAMPILLO (EL);CAMPILLO (EL)
HUELVA;CARTAYA;CARTAYA
HUELVA;CERRO DE ANDEVALO (EL);CERRO DE ANDEVALO (EL)
HUELVA;CHUCENA;CHUCENA
HUELVA;CORTEGANA;CORTEGANA
HUELVA;ENCINASOLA;ENCINASOLA
HUELVA;ESCACENA DEL CAMPO;ESCACENA DEL CAMPO
HUELVA;GIBRALEON;GIBRALEON
HUELVA;GRANADO (EL);GRANADO (EL)
HUELVA;HIGUERA DE LA SIERRA;HIGUERA DE LA SIERRA
HUELVA;HINOJOS;HINOJOS
HUELVA;HUELVA;HUELVA
HUELVA;ISLA CRISTINA;ISLA-CRISTINA
HUELVA;ISLA CRISTINA;REDONDELA (LA)
HUELVA;LEPE;LEPE
HUELVA;LEPE;TERRON(EL)
HUELVA;LUCENA DEL PUERTO;LUCENA DEL PUERTO
HUELVA;MANZANILLA;MANZANILLA
HUELVA;MINAS DE RIOTINTO;MINAS DE RIOTINTO
HUELVA;MOGUER;MOGUER
HUELVA;MOGUER;MAZAGON
HUELVA;NAVA (LA);NAVA (LA)
HUELVA;NERVA;NERVA
HUELVA;NIEBLA;NIEBLA
HUELVA;PALMA DEL CONDADO (LA);PALMA DEL CONDADO (LA)
HUELVA;PALOS DE LA FRONTERA;PALOS DE LA FRONTERA
