Localidad;Código postal;Dirección;Margen;Longitud;Latitud;Toma de datos;Precio gasolina 95 E5;Precio gasolina 95 E10;Precio gasolina 95 E5 Premium;Precio gasolina 98 E5;Precio gasolina 98 E10;Precio gasóleo A;Precio gasóleo Premium;Precio gasóleo B;Precio gasóleo C;Precio bioetanol;Precio biodiésel;Precio gases licuados del petróleo;Precio gas natural comprimido;Precio gas natural licuado;Precio hidrógeno;% bioalcohol;% éster metílico;Rótulo;Tipo venta;Rem.;Horario;Tipo servicio;
PALMA;7009;CALLE MUSICO ISAAC ALBENIZ, S/N;D;2,662056;39,586306;14/11/2023 5:30;1,689;;;1,839;;1,689;1,759;;;;;;;;;;;BP;P;dm;L-D: 05:30-21:30;L-D: 05:30-21:30 (P);
CAN PASTILLA;7610;CALLE TRAMUNTANA, S/N;D;2,719972;39,536722;14/11/2023 6:00;1,699;;;1,859;;1,699;1,789;;;;;;;;;;;BP;P;dm;"L-J: 06:00-22:00; V: 06:00-23:59; S: 00:00-23:59; D: 00:00-22:00";"L-J: 06:00-22:00 (P); V: 06:00-22:00 (P), 22:00-23:59 (A); S: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A); D: 00:00-06:00 (A), 06:00-22:00 (P)";
ARANJASSA (S');7199;CARRETERA 10, CAMINO DE CAN CAPO, SZARANJASSA KM. 717;D;2,736056;39,535306;14/11/2023 6:00;1,699;;;1,859;;1,699;1,789;;;;;;;;;;;BP;P;dm;L-D: 24H;L-D: 24H (A);
POBLA (SA);7420;CARRETERA MURO KM. 0;I;3,029667;39,765472;14/11/2023 10:18;1,709;;;1,859;;1,729;1,819;1,399;;;;;;;;;;BP;P;dm;L-S: 06:00-21:00;L-S: 06:00-21:00 (P);
PORRERES;7260;CARRERA PM-503 KM. 5,5, ;N;3,019583;39,520056;14/11/2023 23:24;1,689;;;1,839;;1,699;1,789;1,379;;;;;;;;;;BP;P;dm;"L-V: 06:00-22:00; S: 06:00-21:00; D: 07:00-22:00";"L-V: 06:00-22:00 (A); S: 06:00-21:00 (A); D: 07:00-22:00 (A)";
SANT RAFEL;7816;CALLE DES LLAURADORS, 19;D;1,41275;38,94275;15/11/2023 0:00;1,709;;;1,859;;1,719;1,809;;;;;;;;;;;BP;P;dm;L-D: 07:00-23:00;L-D: 07:00-20:00 (A);
SANTA GERTRUDIS;7814;CARRETERA IBIZA - SAN MIGUEL KM. 4,9;D;1,434167;38,991556;13/11/2023 15:27;1,719;;;1,881;;1,729;;1,339;;;;;;;;;;BP;P;dm;L: 07:00-22:50;L: 07:00-22:50 (A);
CASTELLAR DEL VALLES;8211;CARRETERA DE SABADELLA A CASTELLAR DEL VALLES KM. 6,400;D;2,085722;41,604417;15/11/2023 0:00;1,679;;;;;1,619;1,699;;;;;;;;;;;BP;P;dm;L-D: 06:00-00:00;L-D: 06:00-23:59 (A);
HOSPITALET DE LLOBREGAT (L');8901;CALLE BOTANICA, 21/23;N;2,133639;41,35275;14/11/2023 10:40;1,739;;;1,899;;1,679;1,779;;;;;;;;;;;BP;P;dm;"L-V: 06:00-21:00; S: 08:00-13:00";"L-V: 06:00-21:00 (A); S: 08:00-13:00 (A)";
HOSPITALET DE LLOBREGAT (L');8907;AVENIDA DE CARRILET, 269;N;2,106;41,358972;08/11/2023 16:22;1,729;;;1,871;;1,679;1,769;;;;;;;;;;;BP;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
RUBI;8191;CALLE PAGESIA, 2;N;2,037306;41,506861;13/11/2023 11:40;1,689;;;1,849;;1,659;1,749;;;;;;;;;;;BP;P;dm;"L-V: 06:00-21:00; S: 09:00-14:00";"L-V: 06:00-21:00 (A); S: 08:00-13:00 (A)";
TERRASSA;8225;CALLE PARDO BAZAN, 2;N;2,007;41,575333;13/11/2023 10:06;1,659;;;1,809;;1,639;1,729;;;;;;;;;;;BP;P;dm;L-D: 24H;L-D: 24H (A);
VIC;8500;CALLE TORELLO, 65;D;2,266194;41,93375;13/11/2023 18:43;1,649;;;1,789;;1,649;1,739;;;;;;;;;;;BP;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A);
BRIVIESCA;9240;CARRETERA N I KM. 278,050;I;-3,321083;42,534556;14/11/2023 0:01;1,689;;;1,831;;1,689;1,779;;;;;;;;;;;BP;P;dm;"L-V: 24H; S-D: 06:00-00:00";"L-V: 24H (A); S-D: 06:00-00:00 (A)";
CILLERUELO DE ABAJO;9349;AUTOVIA A-1 KM. 189,9;I;-3,763361;41,929778;13/11/2023 10:25;1,659;;;1,8;;1,659;1,749;;;;;;;;;;;BP;P;dm;L-D: 24H;L-D: 24H (A);
VILLAZOPEQUE;9226;AUTOVIA A-62 KM. 34;N;-4,036889;42,189111;13/11/2023 11:54;1,669;;;1,799;;1,679;1,769;;;;;;;;;;;BP;P;dm;"L: 07:30-22:30; D: 07:30-22:30";"L: 07:30-22:30 (A); D: 07:30-22:30 (A)";
ALCALA DE LOS GAZULES;11180;AVENIDA PUERTO DE LEVANTE, S/N;N;-5,730944;36,46;14/11/2023 15:34;1,647;;;;;1,655;1,749;;;;;;;;;;;BP;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A);
ALGECIRAS;11207;AVENIDA 28 DE FEBRERO, S/N;N;-5,454528;36,11225;13/11/2023 15:43;1,599;;;1,775;;1,619;1,709;;;;;;;;;;;BP;P;dm;L-D: 06:10-22:50;Sin datos;
ALGECIRAS;11205;AVENIDA GESTOS POR LA PA, 7;D;-5,4505;36,122917;14/11/2023 18:00;1,625;;;1,769;;1,625;1,715;;;;;;;;;;;BP;P;dm;L: 24H;Sin datos;
BARBATE;11160;CALLE MARIA LUISA (ZAH AT), S/N;D;-5,84425;36,136444;13/11/2023 13:38;1,578;;;1,799;;1,629;1,735;;;;;;;;;;;BP;P;dm;L-D: 08:00-20:00;Sin datos;
CADIZ;11011;CL GIBRALTAR ESQ SAN ROQUE;N;-6,27075;36,497861;13/11/2023 13:43;1,589;;;1,731;;1,599;1,699;;;;;;;;;;;BP;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A);
CHICLANA DE LA FRONTERA;11130;CARRETERA MEDINA KM. 1;I;-6,133861;36,416111;13/11/2023 0:01;1,589;;;1,731;;1,609;1,699;;;;;;;;;;;BP;P;dm;L-D: 24H;L-D: 24H (A);
BARRIO NUEVO;11149;CARRETERA NACIONAL 340 KM. 17;D;-6,092028;36,336056;13/11/2023 11:54;1,589;;;1,709;;1,599;1,649;;;;;;;;;;;BP;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A);
CONIL DE LA FRONTERA;11149;AUTOVIA AUTOVIA DE LA LUZ KM. 24,400;I;-6,0555;36,309028;14/11/2023 12:00;1,569;;;1,699;;1,569;1,629;;;;;;;;;;;BP;P;dm;L-D: 24H;L-D: 24H (A);
CONIL DE LA FRONTERA;11149;AUTOVIA A48 KM. 24,400;D;-6,057056;36,309917;14/11/2023 12:00;1,569;;;1,699;;1,569;1,629;;;;;;;;;;;BP;P;dm;L-D: 24H;L-D: 24H (A);
JEREZ DE LA FRONTERA;11406;NUEVA RONDA ESTE. GTA.BARRIADA NUEVA;N;-6,110222;36,673722;14/11/2023 23:34;1,619;;;;;1,609;1,699;;;;;;;;;;;BP;P;dm;L-D: 24H;L-D: 24H (A);
LINEA LA CONCEPCION (LA);11300;AVENIDA DE CARTAGENA ESQ. CAMINO TORRENUEVA, S/N;N;-5,338889;36,176833;14/11/2023 9:49;1,589;;;1,731;;1,599;1,689;;;;;;;;;;;BP;P;dm;L-D: 24H;L-D: 24H (A);
PRADO DEL REY;11660;AVENIDA FELIX RODRIGUEZ DE LA FUENTE, S/N;N;-5,558778;36,7845;15/11/2023 0:00;1,659;;;;;1,679;1,769;;;;;;;;;;;BP;P;dm;L-D: 08:00-21:00;L-D: 08:00-21:00 (P);
PUERTO REAL;11510;CALLE POLIGONO EL TROCADERO, 51;N;-6,212139;36,522667;14/11/2023 19:14;1,599;;;;;1,599;1,689;;;;;;;;;;;BP;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);
UBRIQUE;11600;CARRETERA A373 KM. 24,5;D;-5,450306;36,664417;14/11/2023 12:26;1,629;;;1,779;;1,649;1,759;;;;;;;;;;;BP;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A);
BENICARLO;12580;CARRETERA N-340 KM. 1044,8;D;0,427056;40,4235;13/11/2023 22:00;1,6;;;1,741;;1,609;1,699;;;;;;;;;;;BP;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
VALL D'UIXO (LA);12600;CALLE ANDALUCIA, 32;N;-0,22525;39,827833;15/11/2023 0:00;1,689;;;1,829;;1,659;1,769;;;;;;;;;;;BP;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P);
PEDRO ABAD;14630;CARRETERA A-4 KM. 370;D;-4,458111;37,971111;13/11/2023 10:42;1,619;;;1,763;;1,64;1,741;;;;;;;;;;;BP;P;dm;L-D: 24H;L-D: 24H (A);
MINO;15630;AUTOPISTA AP-9 KM. 15,5;I;-8,187972;43,373222;14/11/2023 23:00;1,689;;;1,899;;1,699;1,779;;;;;;;;;;;BP;P;dm;L-D: 24H;L-D: 24H (A);
TE;15985;POLIGONO EMPRESARIAL-PARCELA 3, 3;D;-8,81125;42,669417;14/11/2023 6:59;1,689;;;1,839;;1,689;1,779;;;;;;;;;;;BP;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (P);
RAMALLOSA;15883;TRAVESIA DA RAMALLOSA, 7;D;-8,548222;42,798139;14/11/2023 23:00;1,639;;;;;1,649;;;;;;;;;;;;BP;P;dm;L: 07:00-23:00;L: 07:00-23:00 (P);
BIURE;17723;CR N-II MADRID-FRANCIA KM  764;I;2,920083;42,337278;13/11/2023 23:00;1,677;;;1,797;;1,647;1,737;;;;;;;;;;;BP;P;dm;L-D: 07:00-23:00;Sin datos;
BIURE;17723;CRTA N-II km 764;D;2,919917;42,337167;13/11/2023 23:00;1,677;;;1,797;;1,647;1,737;;;;;;;;;;;BP;P;dm;"L-V: 24H; S-D: 07:00-23:00";"L-V: 24H (A); S-D: 07:00-23:00 (A)";
CORCA;17121;CARRETERA C-66 KM. 12,977;D;3,020944;41,982778;14/11/2023 12:33;1,679;;;1,829;;1,629;1,729;1,399;;;;;;;;;;BP;P;dm;L-D: 06:30-22:00;L-D: 06:30-22:00 (A);
VULPELLAC;17111;PARCELA 27 POLIGON 8 (C-66);N;3,055361;41,957472;14/11/2023 12:35;1,679;;;1,829;;1,629;1,729;;;;;;;;;;;BP;P;dm;L-D: 06:00-23:00;Sin datos;
LA JONQUERA;17700;CARRETERA N-II KM. 775,65;I;2,868333;42,424917;13/11/2023 19:20;1,677;;;1,797;;1,657;1,747;;;;;;;;;;;BP;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);
LA JONQUERA;17700;CRTA N-II km 775,65;D;2,869167;42,424306;13/11/2023 19:20;1,677;;;1,797;;1,657;1,747;;;;;;;;;;;BP;P;dm;L-D: 24H;L-D: 24H (A);
OLOT;17800;CARRETERA SANTA PAU KM. 0,523;N;2,491861;42,176083;07/11/2023 12:11;1,759;;;1,898;;1,719;1,809;;;;;;;;;;;BP;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
SANT FELIU DE GUIXOLS;17220;CARRETERA DE GIRONA C-65 KM. 0;N;3,020194;41,7945;14/11/2023 0:00;1,68;;;1,829;;1,629;1,727;;;;;;;;;;;BP;P;dm;L-D: 24H;L-D: 24H (A);
BENALUA DE LAS VILLAS;18564;CARRETERA A-403 KM. 129;N;-3,650333;37,444361;09/11/2023 22:00;1,639;;;;;1,649;1,739;1,279;;;;;;;;;;BP;P;dm;L-D: 06:30-21:00;L-D: 06:30-21:00 (A);
CADIAR;18440;AVENIDA ANDALUCIA, 20;N;-3,181333;36,944167;13/11/2023 0:21;1,719;;;1,899;;1,719;;;;;;;;;;;;BP;P;dm;L-D: 08:00-14:30 y 16:00-20:30;L-D: 08:00-14:30 (A), 16:00-20:30 (A);
CAMPOTEJAR;18565;AUTOVIA A-44 KM. 384;I;-3,601611;37,487306;09/11/2023 22:00;1,639;;;;;1,649;1,739;1,279;;;;;;;;;;BP;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A);
CHURRIANA DE LA VEGA;18194;AVENIDA CRISTOBAL COLON, 73;D;-3,631278;37,149167;11/11/2023 23:08;1,639;;;1,909;;1,629;1,789;;;;;;;;;;;BP;P;dm;"L-V: 06:00-22:00; S-D: 07:30-22:00";Sin datos;
DOLAR;18512;AUTOVIA A-92 KM. 318;N;-2,984778;37,195694;13/11/2023 10:48;1,629;;;1,784;;1,639;1,741;;;;;;;;;;;BP;P;dm;L-D: 24H;L-D: 24H (A);
CASTELL DE FERRO;18740;CARRETERA MALAGA NACIONAL 340 KM. 352;D;-3,364639;36,720528;04/11/2023 16:58;1,669;;;1,869;;1,669;1,769;;;;;1,015;;;;;;BP;P;dm;"L-S: 07:00-22:30; D: 08:00-22:30";"L-S: 07:00-22:30 (A); D: 08:00-22:30 (A)";
ILLORA;18200;CARRETERA ILLORA A PUERTO LOPE KM. 5,1;N;-3,865583;37,290778;14/11/2023 11:35;1,669;;;1,809;;1,649;1,719;;;;;;;;;;;BP;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
IZNALLOZ;18550;AUTOVIA A-44 KM. 80;D;-3,631722;37,505139;09/11/2023 19:09;1,639;;;1,761;;1,649;1,739;;;;;;;;;;;BP;P;dm;L: 06:30-22:00;Sin datos;
CASANUEVA;18291;CARRETERA TOCON PINOS-PUENTE KM. 22,5;D;-3,782222;37,258528;13/11/2023 10:56;1,599;;;;;1,679;1,769;1,289;;;;;;;;;;BP;P;dm;L: 06:00-22:00;L: 06:00-22:00 (A);
SANTA FE;18320;CALLE BUENAVISTA, S/N;N;-3,723056;37,192;15/11/2023 6:00;1,629;;;;;1,649;1,739;;;;;;;;;;;BP;P;dm;"L-V: 06:00-00:00; S-D: 07:00-00:00";"L-V: 06:00-08:30 (A), 08:30-14:30 (P), 14:30-23:59 (A); S: 07:00-09:00 (A), 09:00-15:00 (P), 15:00-23:59 (A); D: 07:00-23:59 (A)";
AYAMONTE;21400;AVENIDA CONSTITUCION, S/N;N;-7,398556;37,220694;14/11/2023 12:20;1,659;;;1,819;;1,639;1,699;;;;;;;;;;;BP;P;dm;L-D: 06:00-00:00;L-D: 06:00-00:00 (A);
ALCALA LA REAL;23680;CR CN-432 km 393.5;N;-3,872389;37,422667;14/11/2023 8:43;1,609;;;1,779;;1,639;1,739;1,309;;;;;;;;;;BP;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (P);
BAEZA;23440;CARRETERA 326 KM. 12,1;D;-3,479194;38,002194;13/11/2023 9:59;1,639;;;1,829;;1,669;1,779;1,349;;;;;;;;;;BP;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);
MANCHA REAL;23100;CARRETERA A-316, ROTONDA NUEVO ACCESO A MANCHA REAL KM. 38;N;-3,625417;37,80425;11/11/2023 0:00;1,64;;;1,781;;1,679;1,769;;;;;;;;;;;BP;P;dm;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (P), 22:00-23:59 (D);
ALCALA DE HENARES;28805;AVENIDA VIA COMPLUTENSE, 165;D;-3,343306;40,497167;12/11/2023 13:32;1,659;;;1,809;;1,669;1,759;;;;;;;;;;;BP;P;dm;L: 24H;L: 24H (A);
LEGANES;28912;AVENIDA FUENLABRADA, 16;D;-3,761944;40,332306;15/11/2023 0:00;1,569;;;1,799;;1,579;1,679;;;;;;;;;;;BP;P;dm;L-D: 24H;L-D: 24H (A);
